y,x,shift,latitude,offense,address,method,longitude,severity
144412,394355,EVENING,38.967610026876,THEFT/OTHER,3200  - 3299 BLOCK OF PATTERSON STREET NW,OTHERS,-77.06512892969140,1.2
139301,400541,EVENING,38.92158503861850,THEFT F/AUTO,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,OTHERS,-76.99375559408480,1
140182,397162,EVENING,38.92951721944640,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,OTHERS,-77.032729863452,1.2
140685.95001599,397746.77999586,EVENING,38.93405477549660,THEFT F/AUTO,NEW HAMPSHIRE AVENUE NW AND OTIS PLACE NW,OTHERS,-77.025987961616,1
136306,406139,EVENING,38.89458719903620,THEFT/OTHER,300 - 409 BLOCK OF 50TH STREET NE,OTHERS,-76.92923274928810,1.2
138813,401728,EVENING,38.91718876148210,THEFT F/AUTO,1600 - 1769 BLOCK OF NEW YORK AVENUE NE,OTHERS,-76.98007139882090,1
137923,396661,EVENING,38.90916844459790,THEFT F/AUTO,1400 - 1499 BLOCK OF 17TH STREET NW,OTHERS,-77.03849170488380,1
136696,400436,EVENING,38.89812065037050,BURGLARY,600 - 699 BLOCK OF 8TH STREET NE,KNIFE,-76.99496383230370,1.5
137415,394553,EVENING,38.90457887696640,THEFT/OTHER,1048 - 1099 BLOCK OF WISCONSIN AVENUE NW,OTHERS,-77.062793836563,1.2
136789.96,395650.45,EVENING,38.89895053504550,THEFT/OTHER,700 - 799 BLOCK OF 23RD STREET NW,OTHERS,-77.05014171600130,1.2
133701,402326,EVENING,38.87113592505740,BURGLARY,1514 - 1599 BLOCK OF 23RD STREET SE,OTHERS,-76.97318687684590,1.5
135883,406550,EVENING,38.89077318776830,MOTOR VEHICLE THEFT,5300 - 5399 BLOCK OF AMES STREET NE,OTHERS,-76.92449133204770,1
140633,397029,EVENING,38.933577273554,THEFT/OTHER,1400 - 1509 BLOCK OF MERIDIAN PLACE NW,OTHERS,-77.03426569897460,1.2
136160,404117,EVENING,38.89328287381230,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF 35TH STREET NE,OTHERS,-76.95254114859410,1
137292.88623684,394277.59906464,EVENING,38.90347320783380,THEFT/OTHER,33RD STREET NW AND WATER STREET NW,OTHERS,-77.06597215933520,1.2
129827,400675,EVENING,38.83624163076960,BURGLARY,901 - 915 BLOCK OF BLAKNEY LANE SE,OTHERS,-76.99221708560430,1.5
138011,401182,EVENING,38.90996315598890,THEFT F/AUTO,1662 - 1723 BLOCK OF WEST VIRGINIA AVENUE NE,OTHERS,-76.98636521149550,1
140085,400908,EVENING,38.92864871874070,BURGLARY,1200 - 1299 BLOCK OF IRVING STREET NE,OTHERS,-76.98952560419720,1.5
138813,401728,EVENING,38.91718876148210,THEFT F/AUTO,1600 - 1769 BLOCK OF NEW YORK AVENUE NE,OTHERS,-76.98007139882090,1
143246,398993,EVENING,38.95712468533570,THEFT F/AUTO,5500  - 5599 BLOCK OF 1ST STREET NW,OTHERS,-77.01161530974390,1
129409,399283,EVENING,38.83247883561720,THEFT/OTHER,3848 - 3999 BLOCK OF SOUTH CAPITOL STREET,OTHERS,-77.008257552364,1.2
135772,405084,EVENING,38.88977856492610,ASSAULT W/DANGEROUS WEAPON,4100 - 4276 BLOCK OF EAST CAPITOL STREET,OTHERS,-76.94139415911960,3
129409,399283,EVENING,38.83247883561720,ROBBERY,3848 - 3999 BLOCK OF SOUTH CAPITOL STREET,OTHERS,-77.008257552364,1.2
137980,401427,EVENING,38.90968139299340,ROBBERY,1200 - 1299 BLOCK OF MOUNT OLIVET ROAD NE,OTHERS,-76.98354511611640,1.2
142585,398739,EVENING,38.95117205572150,THEFT/OTHER,200  - 299 BLOCK OF FARRAGUT STREET NW,OTHERS,-77.01453883459760,1.2
139301,400541,EVENING,38.92158503861850,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,OTHERS,-76.99375559408480,1.2
140470,396736,EVENING,38.932109322544,ASSAULT W/DANGEROUS WEAPON,1600 - 1699 BLOCK OF PARK ROAD NW,OTHERS,-77.03764219936960,3
133378.34732121,401122.636543,EVENING,38.86822746063930,SEX ABUSE,13TH STREET SE AND S STREET SE,OTHERS,-76.98706379118960,1
135932.6521555760,405399.8235549640,EVENING,38.89122176953370,ROBBERY,1 - 199 BLOCK OF 45TH STREET NE,OTHERS,-76.93775744732360,1.2
138577,398508,EVENING,38.91505866708060,THEFT F/AUTO,1800 - 1899 BLOCK OF 4TH STREET NW,OTHERS,-77.01719781488250,1
137651,405569,EVENING,38.90670884849980,MOTOR VEHICLE THEFT,4600 - 4701 BLOCK OF MINNESOTA AVENUE NE,OTHERS,-76.935782497505,1
140799,396276,EVENING,38.93507680986820,THEFT/OTHER,1800 - 1999 BLOCK OF INGLESIDE TERRACE NW,OTHERS,-77.04294934414760,1.2
134987,400488,EVENING,38.88272240455970,THEFT F/AUTO,800 - 899 BLOCK OF E STREET SE,OTHERS,-76.99436719043630,1
137616,399950,EVENING,38.90640790777440,BURGLARY,1200 - 1235 BLOCK OF 4TH STREET NE,OTHERS,-77.00057058799870,1.5
143146.25001827,397426.19999556,MIDNIGHT,38.95621697188510,ROBBERY,KENNEDY STREET NW AND 13TH STREET NW,OTHERS,-77.02969466501230,1.2
140835,398036,EVENING,38.93540383394620,THEFT F/AUTO,700 - 799 BLOCK OF PRINCETON PLACE NW,OTHERS,-77.02264188709370,1
135250,404097,EVENING,38.88508570140860,ASSAULT W/DANGEROUS WEAPON,230 - 499 BLOCK OF 37TH STREET SE,KNIFE,-76.95277022024970,3
135894,404441,MIDNIGHT,38.890885572224,THEFT F/AUTO,3900 - 3999 BLOCK OF AMES STREET NE,OTHERS,-76.94879945867540,1
135009.1350667190,399694.67702167,MIDNIGHT,38.88291890766210,ROBBERY,500 - 519 BLOCK OF 2ND STREET SE,OTHERS,-77.00351897955390,1.2
137710.89999723,395654.47359392,MIDNIGHT,38.90724670669070,THEFT F/AUTO,23RD STREET NW AND N STREET NW,OTHERS,-77.05010115855950,1
133804.56101760,398479.51430054,MIDNIGHT,38.87206636846610,THEFT F/AUTO,4TH STREET SW AND P STREET SW,OTHERS,-77.01752159126930,1
137377,396659,MIDNIGHT,38.90424961115860,THEFT/OTHER,1100 - 1129 BLOCK OF 17TH STREET NW,OTHERS,-77.03850680502840,1.2
145007.15,397880.11,MIDNIGHT,38.97298163348910,MOTOR VEHICLE THEFT,6800  - 6899 BLOCK OF 8TH STREET NW,OTHERS,-77.024463529526,1
138223.84377370,396107.37500234,MIDNIGHT,38.91186960201740,MOTOR VEHICLE THEFT,HILLYER PLACE NW AND 20TH STREET NW,OTHERS,-77.04488240156180,1
137315,397719,MIDNIGHT,38.90368889680020,BURGLARY,1000 - 1059 BLOCK OF MASSACHUSETTS AVENUE NW,OTHERS,-77.02628633105870,1.5
143171.81001829,398276.25999635,MIDNIGHT,38.95644930263180,ASSAULT W/DANGEROUS WEAPON,5TH STREET NW AND KENNEDY STREET NW,OTHERS,-77.01988734487230,3
137533.0823330610,398887.8144609210,MIDNIGHT,38.90565490175520,ROBBERY,100 - 199 BLOCK OF M STREET NW,OTHERS,-77.01282250588540,1.2
131808,402411,MIDNIGHT,38.85408410947160,THEFT/OTHER,2300 - 2499 BLOCK OF HARTFORD STREET SE,OTHERS,-76.97221436472550,1.2
138008.23,396217.89,MIDNIGHT,38.90992776242410,BURGLARY,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,OTHERS,-77.04360696393170,1.5
142664.21,396888.49,DAY,38.95187288670120,THEFT F/AUTO,1508  - 1599 BLOCK OF GALLATIN STREET NW,OTHERS,-77.03589619121710,1
137490,395459,DAY,38.90525820761840,THEFT/OTHER,2400 - 2499 BLOCK OF M STREET NW,OTHERS,-77.05235200212660,1.2
138634,397497,DAY,38.91557074658310,BURGLARY,1200 - 1299 BLOCK OF T STREET NW,OTHERS,-77.02885168115230,1.5
138305.73439778,396233.21874646,DAY,38.91260784874780,THEFT F/AUTO,19TH STREET NW AND R STREET NW,OTHERS,-77.04343185856170,1
139828.21001519,396923.13999510,DAY,38.92632549128730,THEFT F/AUTO,HARVARD STREET NW AND 15TH STREET NW,OTHERS,-77.03548373138860,1
140980,400798,DAY,38.93670793432020,THEFT F/AUTO,3800 - 3899 BLOCK OF 12TH STREET NE,OTHERS,-76.99079554241210,1
136981,405386,DAY,38.90066602191040,THEFT/OTHER,4400 - 4599 BLOCK OF HUNT PLACE NE,OTHERS,-76.93790764660210,1.2
129091,398817,DAY,38.82960561769730,MOTOR VEHICLE THEFT,4100 - 4199 BLOCK OF 2ND STREET SW,OTHERS,-77.01361777451550,1
135644,406438,DAY,38.88861862713140,BURGLARY,1 - 99 BLOCK OF 53RD STREET SE,KNIFE,-76.925784125082,1.5
138712,398847,DAY,38.91628026488970,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF THOMAS STREET NW,OTHERS,-77.01328759858780,1
143773,394603,DAY,38.96185198170350,THEFT/OTHER,5400  - 5449 BLOCK OF 31ST STREET NW,OTHERS,-77.06226530962450,1.2
138743,402333,DAY,38.91655571189090,THEFT F/AUTO,1900 - 1999 BLOCK OF BLADENSBURG ROAD NE,OTHERS,-76.97309231205230,1
136476,397833,MIDNIGHT,38.89613180188560,BURGLARY,900 - 999 BLOCK OF E STREET NW,OTHERS,-77.02497516748130,1.5
139471.97001486,396511.89999472,DAY,38.92311483228840,THEFT F/AUTO,EUCLID STREET NW AND ONTARIO ROAD NW,OTHERS,-77.04022452493040,1
136027.41,397393,DAY,38.892088101179,ASSAULT W/DANGEROUS WEAPON,1200 - 1399 BLOCK OF CONSTITUTION AVENUE NW,OTHERS,-77.03005066628080,3
135617,400948,DAY,38.88839752112070,THEFT/OTHER,100 - 199 BLOCK OF KENTUCKY AVENUE SE,OTHERS,-76.98906903779410,1.2
135094.79455480,400541.29580646,DAY,38.88369044770150,THEFT/OTHER,PENNSYLVANIA AVENUE SE AND 9TH STREET SE,OTHERS,-76.99376126394350,1.2
137847,396523,DAY,38.90847777922750,THEFT/OTHER,1700 - 1799 BLOCK OF MASSACHUSETTS AVENUE NW,OTHERS,-77.040085870881,1.2
143573,392740,DAY,38.96003924648270,BURGLARY,5300 - 5399 BLOCK OF 43RD STREET NW,OTHERS,-77.08376507825450,1.5
134828,398579,DAY,38.88128968118690,THEFT/OTHER,300 - 399 BLOCK OF G STREET SW,OTHERS,-77.01637570984570,1.2
136184,404181,DAY,38.89349318299070,BURGLARY,3500 - 3525 BLOCK OF CLAY PLACE NE,KNIFE,-76.951798794970,1.5
142275,394283,DAY,38.94836017254570,THEFT F/AUTO,4500 - 4529 BLOCK OF CONNECTICUT AVENUE NW,OTHERS,-77.06594666530380,1
143911,393875,DAY,38.96309277951490,THEFT F/AUTO,3600 - 3699 BLOCK OF LIVINGSTON STREET NW,OTHERS,-77.07066323437160,1
136474,401135,DAY,38.89611860177070,THEFT F/AUTO,1300 - 1399 BLOCK OF E STREET NE,OTHERS,-76.98690891687990,1
139808,397192,DAY,38.92615063947580,THEFT/OTHER,2801 - 2899 BLOCK OF 14TH STREET NW,OTHERS,-77.03238211493230,1.2
144036,394696,DAY,38.96422388233330,THEFT F/AUTO,5500  - 5599 BLOCK OF 30TH STREET NW,OTHERS,-77.06118933196050,1
143753,399120,DAY,38.96168732474780,THEFT/OTHER,5900  - 5979 BLOCK OF BLAIR ROAD NW,OTHERS,-77.01014309044840,1.2
136611,397700,DAY,38.89734822372610,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,OTHERS,-77.02650855550860,1.2
144402.63981144,397618.80988374,DAY,38.96753539222390,ROBBERY,PINEY BRANCH ROAD NW AND GEORGIA AVENUE NW,OTHERS,-77.02747683284990,1.2
129143,400040,MIDNIGHT,38.83008126977650,HOMICIDE,400 - 599 BLOCK OF BRANDYWINE STREET SE,KNIFE,-76.99953428404170,5
139469,397655,DAY,38.92309745773480,THEFT/OTHER,2500 - 2599 BLOCK OF 11TH STREET NW,OTHERS,-77.027036948666,1.2
141376,397823,DAY,38.94027772033240,THEFT/OTHER,4000  - 4099 BLOCK OF GEORGIA AVENUE NW,OTHERS,-77.02510205757460,1.2
141258,397847,DAY,38.93921416992240,THEFT/OTHER,3900  - 3999 BLOCK OF GEORGIA AVENUE NW,OTHERS,-77.02482727654610,1.2
136963,398508,DAY,38.90052379217540,THEFT/OTHER,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,OTHERS,-77.01718969937970,1.2
130832,400240,DAY,38.84529777587190,MOTOR VEHICLE THEFT,2918 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,OTHERS,-76.99723321209010,1
128696,398849,DAY,38.82605127578640,THEFT F/AUTO,200 - 299 BLOCK OF ELMIRA STREET SW,OTHERS,-77.01325249539340,1
138346,397430,EVENING,38.91297660339160,THEFT/OTHER,1700 - 1721 BLOCK OF 13TH STREET NW,OTHERS,-77.02962281532680,1.2
136611.23,397700.46,EVENING,38.89734822372610,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,OTHERS,-77.02650855550860,1.2
142088,396842,DAY,38.94668557601180,BURGLARY,4600  - 4699 BLOCK OF 16TH STREET NW,OTHERS,-77.036429645183,1.5
139178,398093,EVENING,38.92047682431320,THEFT/OTHER,2300 - 2399 BLOCK OF GEORGIA AVENUE NW,KNIFE,-77.02198930796170,1.2
138222.81001370,397430.87999557,EVENING,38.91186515483420,THEFT F/AUTO,13TH STREET NW AND CORCORAN STREET NW,OTHERS,-77.02962223845270,1
136093,404253,EVENING,38.892680373567,THEFT/OTHER,3806 - 3851 BLOCK OF MINNESOTA AVENUE NE,OTHERS,-76.95097112834280,1.2
140976,397162,EVENING,38.936671254149,THEFT/OTHER,3600 - 3699 BLOCK OF 14TH STREET NW,OTHERS,-77.03273026405410,1.2
128205,399848,EVENING,38.82391360663890,THEFT/OTHER,4600 - 4799 BLOCK OF SOUTH CAPITOL STREET,OTHERS,-77.005825187265,1.2
139301,400541,EVENING,38.92158503861850,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,OTHERS,-76.99375559408480,1.2
135648.25001131,400541.35999846,EVENING,38.88867618498710,THEFT F/AUTO,9TH STREET SE AND A STREET SE,OTHERS,-76.99376008807430,1
136461,396166,EVENING,38.89540102746280,THEFT/OTHER,1900 - 1999 BLOCK OF E STREET NW,OTHERS,-77.04419705064030,1.2
139151.3595825630,398885.8100129190,EVENING,38.920232886422,ROBBERY,100 - 143 BLOCK OF ADAMS STREET NW,KNIFE,-77.01284824126820,1.2
138369,394435,EVENING,38.91317434890950,THEFT/OTHER,1680 - 1699 BLOCK OF 32ND STREET NW,OTHERS,-77.06416036843590,1.2
141246,394129,EVENING,38.93908638901980,THEFT/OTHER,3400 - 3499 BLOCK OF RODMAN STREET NW,OTHERS,-77.06771763234470,1.2
138634.45001408,397564.61001169,EVENING,38.91557372685610,THEFT F/AUTO,T STREET NW AND 12TH STREET NW,OTHERS,-77.02808177666450,1
139033.76563045,395994.09375424,EVENING,38.91916513792510,THEFT F/AUTO,20TH STREET NW AND KALORAMA ROAD NW,OTHERS,-77.046193272209,1
128606.72002078,398912.07999694,EVENING,38.82524258502470,ROBBERY,FORRESTER STREET SW AND MARTIN LUTHER KING JR AVENUE SW,GUN,-77.01252862194220,1.2
137916,398358,EVENING,38.90910663651530,THEFT/OTHER,1400 - 1499 BLOCK OF 5TH STREET NW,OTHERS,-77.01892588025670,1.2
138813,401728,EVENING,38.91718876148210,THEFT F/AUTO,1600 - 1769 BLOCK OF NEW YORK AVENUE NE,OTHERS,-76.98007139882090,1
128889,400251,EVENING,38.82779083803020,BURGLARY,4200 - 4399 BLOCK OF 7TH STREET SE,OTHERS,-76.99709904966720,1.5
140182,397162,EVENING,38.92951721944640,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,OTHERS,-77.032729863452,1.2
134557,398273,EVENING,38.87884822349620,THEFT/OTHER,900 - 999 BLOCK OF 6TH STREET SW,OTHERS,-77.01989216630630,1.2
144667,398518,EVENING,38.96992320492480,THEFT/OTHER,300  - 399 BLOCK OF VAN BUREN STREET NW,OTHERS,-77.01709692936380,1.2
136871,401347,EVENING,38.89969868727380,THEFT/OTHER,1400 - 1467 BLOCK OF MARYLAND AVENUE NE,OTHERS,-76.98446786276980,1.2
137223,406535,EVENING,38.90284500389610,THEFT/OTHER,5200 - 5299 BLOCK OF JUST STREET NE,OTHERS,-76.92465028460230,1.2
136612,395706,EVENING,38.89735615034430,THEFT/OTHER,2200 - 2299 BLOCK OF F STREET NW,OTHERS,-77.049495270923,1.2
137254,396230,EVENING,38.90313444181870,THEFT/OTHER,1000 - 1099 BLOCK OF 19TH STREET NW,OTHERS,-77.043458125784,1.2
136963,398508,EVENING,38.90052379217540,THEFT/OTHER,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,OTHERS,-77.01718969937970,1.2
143345,398517,EVENING,38.958016100044,THEFT F/AUTO,5600  - 5614 BLOCK OF 3RD PLACE NW,OTHERS,-77.01709914973840,1
134987,399995,EVENING,38.88272833197910,THEFT/OTHER,400 - 499 BLOCK OF E STREET SE,OTHERS,-77.00004782140720,1.2
140916,397476,EVENING,38.93612730022660,MOTOR VEHICLE THEFT,1100  - 1299 BLOCK OF SPRING ROAD NW,OTHERS,-77.02910855806420,1
134828,398579,EVENING,38.88128968118690,THEFT/OTHER,300 - 399 BLOCK OF G STREET SW,OTHERS,-77.01637570984570,1.2
135097,406388,EVENING,38.883692578199,ROBBERY,301 - 399 BLOCK OF 53RD STREET SE,OTHERS,-76.92636907982830,1.2
136665,397227,EVENING,38.89783304102130,THEFT/OTHER,600 - 699 BLOCK OF 14TH STREET NW,OTHERS,-77.03195933050840,1.2
132215,401189,EVENING,38.85775266710050,THEFT/OTHER,1500 - 1517 BLOCK OF HOWARD ROAD SE,OTHERS,-76.98629227057730,1.2
139491,396378,EVENING,38.923288785519,MOTOR VEHICLE THEFT,1761 - 1780 BLOCK OF COLUMBIA ROAD NW,OTHERS,-77.04175779692370,1
129409,399283,EVENING,38.83247883561720,THEFT/OTHER,3848 - 3999 BLOCK OF SOUTH CAPITOL STREET,OTHERS,-77.008257552364,1.2
138277.2960297520,398895.5937889280,EVENING,38.91235904435070,THEFT/OTHER,100 - 199 BLOCK OF FLORIDA AVENUE NW,OTHERS,-77.01273401404080,1.2
141322.53001658,397984.35999608,EVENING,38.93978985417920,THEFT F/AUTO,8TH STREET NW AND SHEPHERD STREET NW,OTHERS,-77.02324965541390,1
140519,393951,EVENING,38.93253867624060,MOTOR VEHICLE THEFT,3500 - 3599 BLOCK OF LOWELL STREET NW,OTHERS,-77.06975802569990,1
130171,400557,EVENING,38.83934079286180,ROBBERY,3500 - 3703 BLOCK OF WHEELER ROAD SE,OTHERS,-76.99358369598510,1.2
136160,404117,EVENING,38.89328287381230,BURGLARY,200 - 299 BLOCK OF 35TH STREET NE,OTHERS,-76.95254114859410,1.5
141903,399391,MIDNIGHT,38.94502927478730,ASSAULT W/DANGEROUS WEAPON,1 - 83 BLOCK OF WEBSTER STREET NE,KNIFE,-77.00702073013680,3
143277,400070,EVENING,38.95740532635590,ROBBERY,5500  - 5569 BLOCK OF CHILLUM PLACE NE,GUN,-76.99919168432820,1.2
138008.23,396217.89,EVENING,38.90992776242410,THEFT/OTHER,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,OTHERS,-77.04360696393170,1.2
141263,397987,EVENING,38.93925494780270,THEFT F/AUTO,3900  - 3999 BLOCK OF 8TH STREET NW,OTHERS,-77.02321845301840,1
139920,396676,MIDNIGHT,38.92715488755490,BURGLARY,1610 - 1649 BLOCK OF HARVARD STREET NW,OTHERS,-77.03833349955610,1.5
142968,397589,EVENING,38.95461513574270,ROBBERY,5300  - 5399 BLOCK OF GEORGIA AVENUE NW,GUN,-77.027807116972,1.2
133744,402796,EVENING,38.87152587805090,THEFT F/AUTO,1500 - 1599 BLOCK OF 28TH STREET SE,OTHERS,-76.96777494872930,1
136594,399272,MIDNIGHT,38.897204356645,THEFT/OTHER,1 - 57 BLOCK OF MASSACHUSETTS AVENUE NE,OTHERS,-77.00838789319710,1.2
137185.88,397497.21,MIDNIGHT,38.90252432154430,SEX ABUSE,1200 - 1299 BLOCK OF K STREET NW,OTHERS,-77.02885366727880,1
140620,397422,MIDNIGHT,38.93346735400680,THEFT/OTHER,3500 - 3599 BLOCK OF 13TH STREET NW,OTHERS,-77.02972532733580,1.2
138877,398055,MIDNIGHT,38.91776127176660,THEFT F/AUTO,700 - 799 BLOCK OF V STREET NW,OTHERS,-77.02242261523480,1
137621,398477,MIDNIGHT,38.90644796379170,THEFT F/AUTO,400 - 499 BLOCK OF RIDGE STREET NW,OTHERS,-77.01755534745820,1
130945.3760549480,401930.0416637440,MIDNIGHT,38.846308821146,ASSAULT W/DANGEROUS WEAPON,1800 - 1899 BLOCK OF SAVANNAH STREET SE,GUN,-76.97776684136520,3
138552,397564,MIDNIGHT,38.91483342224020,ROBBERY,1800 - 1899 BLOCK OF 12TH STREET NW,GUN,-77.02808010163680,1.2
140078,401978,MIDNIGHT,38.92858481961170,THEFT/OTHER,1803 - 1999 BLOCK OF RHODE ISLAND AVENUE NE,OTHERS,-76.97718153633610,1.2
137150,401560,MIDNIGHT,38.90220810091660,THEFT/OTHER,900 - 999 BLOCK OF BLADENSBURG ROAD NE,OTHERS,-76.98201148179030,1.2
128696,399075,MIDNIGHT,38.82605375023630,ROBBERY,46 - 199 BLOCK OF ELMIRA STREET SW,OTHERS,-77.01064298208570,1.2
137621,398477,MIDNIGHT,38.90644796379170,ROBBERY,400 - 499 BLOCK OF RIDGE STREET NW,OTHERS,-77.01755534745820,1.2
135000,403562,MIDNIGHT,38.88283716568630,SEX ABUSE,3300 - 3399 BLOCK OF E STREET SE,OTHERS,-76.95893849439370,1
137003,404691,MIDNIGHT,38.90087053076380,THEFT/OTHER,740 - 899 BLOCK OF KENILWORTH AVENUE NE,OTHERS,-76.94591781747740,1.2
137447,401137,MIDNIGHT,38.90488123430360,THEFT/OTHER,1200 - 1299 BLOCK OF OATES STREET NE,OTHERS,-76.98688844431650,1.2
141011,397935,MIDNIGHT,38.93698690088040,THEFT F/AUTO,3700  - 3799 BLOCK OF NEW HAMPSHIRE AVENUE NW,OTHERS,-77.02380757205450,1
128889,400251,MIDNIGHT,38.82779083803020,BURGLARY,4200 - 4399 BLOCK OF 7TH STREET SE,OTHERS,-76.99709904966720,1.5
137447,401137,MIDNIGHT,38.90488123430360,BURGLARY,1200 - 1299 BLOCK OF OATES STREET NE,OTHERS,-76.98688844431650,1.5
138975,397431,MIDNIGHT,38.91864807044980,THEFT/OTHER,2100 - 2199 BLOCK OF 13TH STREET NW,OTHERS,-77.02961998207040,1.2
141663,400742,MIDNIGHT,38.942866915467,MOTOR VEHICLE THEFT,1000 - 1199 BLOCK OF VARNUM STREET NE,OTHERS,-76.99143244988840,1
137980.1062694760,401427.1664952770,DAY,38.90968139299340,THEFT F/AUTO,1200 - 1299 BLOCK OF MOUNT OLIVET ROAD NE,OTHERS,-76.98354511611640,1
131859,402327,DAY,38.85453869175850,THEFT/OTHER,2846 - 2859 BLOCK OF 23RD PLACE SE,OTHERS,-76.97318166572430,1.2
134940.65001066,399823.51999779,DAY,38.882302003136,THEFT F/AUTO,SOUTH CAROLINA AVENUE SE AND 3RD STREET SE,OTHERS,-77.002033990869,1
137319,399855,DAY,38.90372801447910,THEFT/OTHER,300 - 321 BLOCK OF L STREET NE,OTHERS,-77.00167146285130,1.2
142154.80000135,400845.75999874,DAY,38.94728908496950,THEFT F/AUTO,CRITTENDEN STREET NE AND 12TH STREET NE,OTHERS,-76.99024344779040,1
136541,401346,DAY,38.89671928485190,THEFT F/AUTO,500 - 599 BLOCK OF TENNESSEE AVENUE NE,OTHERS,-76.98447866761130,1
129353,400830,DAY,38.83196594182010,MOTOR VEHICLE THEFT,4000 - 4299 BLOCK OF 9TH STREET SE,OTHERS,-76.99043025224460,1
135894,404441,DAY,38.890885572224,THEFT F/AUTO,3900 - 3999 BLOCK OF AMES STREET NE,OTHERS,-76.94879945867540,1
137470,399109,MIDNIGHT,38.90415076254890,ASSAULT W/DANGEROUS WEAPON,1100 - 1199 BLOCK OF 1ST PLACE NW,OTHERS,-77.00999206616290,3
137347,404579,DAY,38.90396916246680,MOTOR VEHICLE THEFT,3500 - 3899 BLOCK OF JAY STREET NE,OTHERS,-76.94720620525320,1
136542,399950,DAY,38.89672825665530,THEFT F/AUTO,500 - 599 BLOCK OF 4TH STREET NE,OTHERS,-77.00057107644710,1
137319.25001286,400332.63001426,DAY,38.90372926589020,MOTOR VEHICLE THEFT,7TH STREET NE AND L STREET NE,OTHERS,-76.99616517657210,1
138223.59999770,397003.29001117,DAY,38.91187091736810,THEFT F/AUTO,15TH STREET NW AND CORCORAN STREET NW,OTHERS,-77.03455240138390,1
133942,403547,DAY,38.87330430678790,THEFT F/AUTO,3200 - 3399 BLOCK OF POPE STREET SE,OTHERS,-76.95911500010450,1
135269,400790,DAY,38.88526793219460,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF SOUTH CAROLINA AVENUE SE,OTHERS,-76.99088599786290,1
135167,404536,DAY,38.88433017516340,THEFT F/AUTO,400 - 439 BLOCK OF RIDGE ROAD SE,OTHERS,-76.94771164595360,1
138429,396564,DAY,38.91372412792920,THEFT F/AUTO,1726 - 1799 BLOCK OF NEW HAMPSHIRE AVENUE NW,OTHERS,-77.03961376660740,1
143383,397489,DAY,38.95835031109110,THEFT F/AUTO,1200  - 1299 BLOCK OF MADISON STREET NW,OTHERS,-77.02896545245660,1
131549,402670,DAY,38.85174728168790,THEFT/OTHER,2600 - 2799 BLOCK OF JASPER STREET SE,OTHERS,-76.96923718695030,1.2
138206,398099,DAY,38.91171844436650,THEFT/OTHER,1601 - 1623 BLOCK OF 7TH STREET NW,OTHERS,-77.02191838596010,1.2
133997.58988178,402228.3725760210,DAY,38.87380374095090,THEFT F/AUTO,2200 - 2299 BLOCK OF NICHOLSON STREET SE,OTHERS,-76.97432032123050,1
140745,402166,DAY,38.93459315612290,THEFT/OTHER,3556 - 3699 BLOCK OF SOUTH DAKOTA AVENUE NE,OTHERS,-76.975007886715,1.2
136611,397700,DAY,38.89734822372610,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,OTHERS,-77.02650855550860,1.2
143559,392607,DAY,38.95991229992680,THEFT/OTHER,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,OTHERS,-77.08528827644360,1.2
143559,392607,DAY,38.95991229992680,THEFT/OTHER,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,OTHERS,-77.08528827644360,1.2
136152,404246,DAY,38.89321108899280,THEFT/OTHER,3526 - 3599 BLOCK OF CLAY PLACE NE,OTHERS,-76.951048110437,1.2
141245.91001651,394208.79999258,DAY,38.93908286420680,THEFT F/AUTO,RODMAN STREET NW AND RENO ROAD NW,OTHERS,-77.06679867423030,1
133997,402228,DAY,38.87380374095090,MOTOR VEHICLE THEFT,2200 - 2299 BLOCK OF NICHOLSON STREET SE,OTHERS,-76.97432032123050,1
138488,401349,DAY,38.91425950474280,THEFT/OTHER,1900 - 1989 BLOCK OF FENWICK STREET NE,OTHERS,-76.98444387077140,1.2
131703,403121,DAY,38.853133760986,THEFT/OTHER,3000 - 3199 BLOCK OF NAYLOR ROAD SE,OTHERS,-76.96404067930730,1.2
141015.83001629,398147.09001223,DAY,38.93702736861320,THEFT/OTHER,7TH STREET NW AND WARDER STREET NW,OTHERS,-77.021371797250,1.2
136018,401859,DAY,38.89200938729720,THEFT F/AUTO,1718 - 1899 BLOCK OF CONSTITUTION AVENUE NE,OTHERS,-76.97856007082730,1
