y,x,shift,latitude,offense,address,method,longitude,severity
136790,395538,EVENING,38.89895168704940,THEFT F/AUTO,700 - 799 BLOCK OF 24TH STREET NW,OTHERS,-77.05142893610590,1
137185,397700,EVENING,38.90252208359060,THEFT F/AUTO,1000 - 1099 BLOCK OF K STREET NW,OTHERS,-77.02651301451870,1
142748,399996,EVENING,38.95263599304040,THEFT/OTHER,300 - 399 BLOCK OF GALLOWAY STREET NE,OTHERS,-77.00003541768590,1.2
143583,398962,EVENING,38.960161964019,THEFT F/AUTO,100  - 199 BLOCK OF NICHOLSON STREET NW,OTHERS,-77.01197290346380,1
133306,401398,EVENING,38.86758270935110,THEFT/OTHER,1400 - 1499 BLOCK OF T STREET SE,OTHERS,-76.98388231135490,1.2
143837,397426,EVENING,38.96243951688240,BURGLARY,5914  - 5999 BLOCK OF 13TH STREET NW,OTHERS,-77.02969229606890,1.5
139142,400840,EVENING,38.92015739502810,ROBBERY,1000 - 1111 BLOCK OF BRENTWOOD ROAD NE,OTHERS,-76.99030589114150,1.2
142148.39001734,397804.57001192,EVENING,38.94722900581360,ROBBERY,CRITTENDEN STREET NW AND 9TH STREET NW,GUN,-77.025326108488,1.2
137479,394449,EVENING,38.90515142619560,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,OTHERS,-77.063995895916,1.2
141846,397581,EVENING,38.94450828017990,ASSAULT W/DANGEROUS WEAPON,4400  - 4499 BLOCK OF IOWA AVENUE NW,KNIFE,-77.02789453499460,3
134190,399075,EVENING,38.875547232614,THEFT/OTHER,1200 - 1299 BLOCK OF HALF STREET SW,OTHERS,-77.010654109843,1.2
140182,397162,EVENING,38.92951721944640,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,OTHERS,-77.032729863452,1.2
134448,398469,EVENING,38.87786693992430,THEFT F/AUTO,900 - 1199 BLOCK OF 4TH STREET SW,OTHERS,-77.01763473869180,1
136610,398185,EVENING,38.89734305292140,THEFT F/AUTO,600 - 699 BLOCK OF F STREET NW,OTHERS,-77.02091678117020,1
135409,406139,EVENING,38.88650821582350,THEFT/OTHER,5000 - 5099 BLOCK OF B STREET SE,OTHERS,-76.929232665277,1.2
138634,397826,EVENING,38.91557207195940,BURGLARY,900 - 999 BLOCK OF T STREET NW,OTHERS,-77.025058769792,1.5
133902,402435,EVENING,38.87294435454560,ASSAULT W/DANGEROUS WEAPON,2400 - 2413 BLOCK OF MINNESOTA AVENUE SE,GUN,-76.97192810015350,3
137048,402152,EVENING,38.901286450966,ASSAULT W/DANGEROUS WEAPON,800 - 899 BLOCK OF 20TH STREET NE,GUN,-76.97518112181660,3
137111,406139,EVENING,38.90183397111320,ROBBERY,4916 - 5067 BLOCK OF JAY STREET NE,OTHERS,-76.92922221670990,1.2
136674,402530,EVENING,38.89791444395540,THEFT/OTHER,2500 - 2525 BLOCK OF BENNING ROAD NE,OTHERS,-76.97083133118510,1.2
133209,401323,EVENING,38.86670422646250,ASSAULT W/DANGEROUS WEAPON,1400 - 1429 BLOCK OF GOOD HOPE ROAD SE,GUN,-76.98474473561010,3
138225,398185,EVENING,38.91188974394550,THEFT/OTHER,1600 - 1699 BLOCK OF MARION STREET NW,OTHERS,-77.02092373281820,1.2
137068,406804,MIDNIGHT,38.90144589234560,ROBBERY,5500 - 5599 BLOCK OF HUNT PLACE NE,GUN,-76.92155233267230,1.2
137532,397832,MIDNIGHT,38.90564615593930,THEFT F/AUTO,900 - 999 BLOCK OF M STREET NW,OTHERS,-77.02498795270880,1
142805,399967,MIDNIGHT,38.95315027454240,BURGLARY,300 - 399 BLOCK OF HAMILTON STREET NE,OTHERS,-77.00037356121980,1.5
137120,396830,MIDNIGHT,38.901935004606,THEFT F/AUTO,900 - 999 BLOCK OF 16TH STREET NW,OTHERS,-77.03654363431590,1
132115,403249,MIDNIGHT,38.85684796850740,MOTOR VEHICLE THEFT,2700 - 2721 BLOCK OF 31ST STREET SE,OTHERS,-76.96255768268020,1
136482,396451,MIDNIGHT,38.89618064000460,BURGLARY,1709 - 1799 BLOCK OF NEW YORK AVENUE NW,OTHERS,-77.04090364382140,1.5
128897,400350,MIDNIGHT,38.82631196299910,THEFT/OTHER,785 - 4375 BLOCK OF BARNABY ROAD SE,OTHERS,-76.99720121636450,1.2
133715,405339,MIDNIGHT,38.871252187568,MOTOR VEHICLE THEFT,4100 - 4199 BLOCK OF BECK STREET SE,OTHERS,-76.938465698719,1
136032,405152,MIDNIGHT,38.89212533486220,MOTOR VEHICLE THEFT,4244 - 4265 BLOCK OF BENNING ROAD NE,OTHERS,-76.940612034070,1
137455,402324,MIDNIGHT,38.90495139624630,ASSAULT W/DANGEROUS WEAPON,1100 - 1199 BLOCK OF 21ST PLACE NE,GUN,-76.97319981999960,3
133209,401323,DAY,38.86670422646250,ROBBERY,1400 - 1429 BLOCK OF GOOD HOPE ROAD SE,GUN,-76.98474473561010,1.2
142827,392059,DAY,38.95331778938160,THEFT F/AUTO,4600 - 4699 BLOCK OF ELLICOTT STREET NW,OTHERS,-77.09161087058360,1
135070,401302,DAY,38.88347145427180,THEFT F/AUTO,400 - 499 BLOCK OF KENTUCKY AVENUE SE,OTHERS,-76.98498711457290,1
130876,399591,DAY,38.84568901818150,MOTOR VEHICLE THEFT,2922 - 2999 BLOCK OF 2ND STREET SE,OTHERS,-77.00470994022960,1
142326,392058,DAY,38.94879842527720,THEFT F/AUTO,4600 - 4699 BLOCK OF BUTTERWORTH PLACE NW,OTHERS,-77.09161290714210,1
133903,398891,DAY,38.87296179711580,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF O STREET SW,OTHERS,-77.01277097059190,1
134293,399319,DAY,38.87647368885630,THEFT/OTHER,16 - 49 BLOCK OF M STREET SE,OTHERS,-77.007840159184,1.2
142325,392423,DAY,38.94879209831360,THEFT F/AUTO,4400 - 4499 BLOCK OF BUTTERWORTH PLACE NW,OTHERS,-77.08740499519780,1
142537,392146,DAY,38.95070292909360,THEFT F/AUTO,4614 - 4699 BLOCK OF 46TH STREET NW,OTHERS,-77.09060672748860,1
142115,398495,DAY,38.94693129598960,BURGLARY,4600  - 4699 BLOCK OF 4TH STREET NW,OTHERS,-77.01735385420660,1.5
130628,400380,DAY,38.84345433056850,ROBBERY,665 - 711 BLOCK OF ALABAMA AVENUE SE,OTHERS,-76.99562259613810,1.2
132921,403869,DAY,38.86410555347440,ASSAULT W/DANGEROUS WEAPON,3630 - 3645 BLOCK OF ALABAMA AVENUE SE,KNIFE,-76.95541104637120,3
141072,394828,DAY,38.93752541258520,THEFT/OTHER,3600 - 3699 BLOCK OF CONNECTICUT AVENUE NW,OTHERS,-77.059650354787,1.2
144310,398165,DAY,38.96670848759980,MOTOR VEHICLE THEFT,500  - 699 BLOCK OF SOMERSET PLACE NW,OTHERS,-77.02117115029120,1
134936.54,400263.14,DAY,38.88226495690640,MOTOR VEHICLE THEFT,500 - 699 BLOCK OF ARCHIBALD WALK SE,OTHERS,-76.99696722533590,1
139390,397893,DAY,38.922384332171,THEFT F/AUTO,2300 - 2599 BLOCK OF 9TH STREET NW,OTHERS,-77.02428760965390,1
135356,406231,DAY,38.88602283271430,MOTOR VEHICLE THEFT,200 - 219 BLOCK OF 51ST STREET SE,OTHERS,-76.92817912867080,1
142575,391770,DAY,38.95103720808610,THEFT F/AUTO,4800 - 4829 BLOCK OF CHESAPEAKE STREET NW,OTHERS,-77.09494324350590,1
141741,401242,DAY,38.943568164406,THEFT/OTHER,4400 - 4499 BLOCK OF 14TH STREET NE,OTHERS,-76.98567059164880,1.2
136594,399272,DAY,38.897204356645,MOTOR VEHICLE THEFT,1 - 57 BLOCK OF MASSACHUSETTS AVENUE NE,OTHERS,-77.00838789319710,1
133729,398943,DAY,38.87138951708920,BURGLARY,1500 - 1599 BLOCK OF 1ST STREET SW,OTHERS,-77.012173403907,1.5
136337,397607,DAY,38.89487788318220,THEFT/OTHER,1100 - 1199 BLOCK OF PENNSYLVANIA AVENUE NW,OTHERS,-77.027574841086,1.2
136507,401257,DAY,38.89641882295290,THEFT F/AUTO,500 - 518 BLOCK OF 14TH STREET NE,OTHERS,-76.98550909549540,1
139844,396670,DAY,38.92646915524110,THEFT/OTHER,1603 - 1699 BLOCK OF ARGONNE PLACE NW,OTHERS,-77.03839252315790,1.2
139626,401946,DAY,38.92451047748070,THEFT/OTHER,1800 - 1999 BLOCK OF EVARTS STREET NE,OTHERS,-76.97755793332130,1.2
135247,399758,DAY,38.88427365292040,THEFT/OTHER,200 - 299 BLOCK OF D STREET SE,OTHERS,-77.00277918044560,1.2
140102,399610,DAY,38.92879939035360,MOTOR VEHICLE THEFT,100 - 263 BLOCK OF MICHIGAN AVENUE NE,OTHERS,-77.00449312194380,1
136326.15999594,401206.05999907,DAY,38.89478238947840,ROBBERY,TENNESSEE AVENUE NE AND D STREET NE,OTHERS,-76.98609732458210,1.2
135451,406348,DAY,38.88688508370260,SEX ABUSE,5100 - 5299 BLOCK OF ASTOR PLACE SE,KNIFE,-76.92682860273180,1
140544,400251,DAY,38.93278341356540,THEFT/OTHER,520 - 699 BLOCK OF MICHIGAN AVENUE NE,OTHERS,-76.99709888872990,1.2
136207,407251,DAY,38.89368715181910,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF 59TH STREET NE,OTHERS,-76.91640814228940,1
137054,396480,DAY,38.90133624056390,THEFT/OTHER,1700 - 1799 BLOCK OF I STREET NW,OTHERS,-77.04057285265590,1.2
142683,398189,DAY,38.95205021011360,THEFT F/AUTO,500  - 699 BLOCK OF GALLATIN STREET NW,OTHERS,-77.02089280217730,1
140197,394515,DAY,38.92963998852770,BURGLARY,3000 - 3079 BLOCK OF 32ND STREET NW,OTHERS,-77.06325681249810,1.5
135587,401542,DAY,38.88813196043390,THEFT/OTHER,100 - 199 BLOCK OF 16TH STREET SE,OTHERS,-76.98221778996130,1.2
140182,397162,DAY,38.92951721944640,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,OTHERS,-77.032729863452,1.2
137532,397609,DAY,38.90564440647240,THEFT/OTHER,1100 - 1199 BLOCK OF M STREET NW,OTHERS,-77.02755986496540,1.2
135354,401257,DAY,38.88602730460940,ROBBERY,226 - 299 BLOCK OF 14TH STREET SE,OTHERS,-76.98550994977480,1.2
136718,397497,DAY,38.89831426645560,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,OTHERS,-77.028849082442,1.2
135527.87001120,403932.76000160,EVENING,38.88758312726940,ROBBERY,MINNESOTA AVENUE SE AND 36TH STREET SE,GUN,-76.95467027276890,1.2
136808,398098,DAY,38.89913003848190,THEFT/OTHER,700 - 799 BLOCK OF 7TH STREET NW,OTHERS,-77.02191655674080,1.2
139301,400541,EVENING,38.92158503861850,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,OTHERS,-76.99375559408480,1.2
139819,397655,EVENING,38.92625235068860,MOTOR VEHICLE THEFT,2800 - 2899 BLOCK OF 11TH STREET NW,OTHERS,-77.02703802954110,1
139314.17756671,400453.77292637,EVENING,38.92170019274340,ROBBERY,RHODE ISLAND AVENUE NE AND 8TH PLACE NE,OTHERS,-76.99476722637030,1.2
144405,397265,EVENING,38.96756445292450,BURGLARY,1300  - 1399 BLOCK OF TUCKERMAN STREET NW,OTHERS,-77.03155188391710,1.5
129799.06002188,400366.87001429,EVENING,38.83598433278220,MOTOR VEHICLE THEFT,9TH STREET SE AND VALLEY AVENUE SE,OTHERS,-76.995774443718,1
142904,391972,EVENING,38.95401009683170,THEFT F/AUTO,4900 - 4999 BLOCK OF 47TH STREET NW,OTHERS,-77.09261235862350,1
137267,402339,EVENING,38.90325559350170,ASSAULT W/DANGEROUS WEAPON,2100 - 2199 BLOCK OF I STREET NE,OTHERS,-76.97303364781720,3
131429,402781,EVENING,38.85066711489570,BURGLARY,3200 - 3299 BLOCK OF 28TH STREET SE,OTHERS,-76.96795809627450,1.5
133657,398878,EVENING,38.87074274847370,THEFT F/AUTO,100 - 199 BLOCK OF Q STREET SW,OTHERS,-77.01292004483060,1
129540,400887,EVENING,38.83365769085340,THEFT/OTHER,4026 - 4199 BLOCK OF WHEELER ROAD SE,OTHERS,-76.98978281196290,1.2
140182,397162,EVENING,38.92951721944640,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,OTHERS,-77.032729863452,1.2
138016,399215,EVENING,38.91000758794280,ROBBERY,1500 - 1549 BLOCK OF NORTH CAPITOL STREET,OTHERS,-77.00905079234160,1.2
136400,400734,EVENING,38.89545083503610,ROBBERY,400 - 499 BLOCK OF 11TH STREET NE,KNIFE,-76.99153093950160,1.2
142375,393039,EVENING,38.94924697912940,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,OTHERS,-77.08029823895480,1.2
135204.11247490,400331.89999826,EVENING,38.88467532944180,ROBBERY,7TH STREET SE AND PENNSYLVANIA AVENUE SE,OTHERS,-76.99617461461440,1.2
132100.86002402,400352.89999828,EVENING,38.856719968035,MOTOR VEHICLE THEFT,MARTIN LUTHER KING JR AVENUE SE AND POMEROY ROAD SE,OTHERS,-76.99593416757150,1
138854,397229,EVENING,38.91755537654490,THEFT/OTHER,2000 - 2099 BLOCK OF 14TH STREET NW,OTHERS,-77.03195110276570,1.2
136963,398508,EVENING,38.90052379217540,THEFT/OTHER,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,OTHERS,-77.01718969937970,1.2
137976,396343,DAY,38.909643269621,MOTOR VEHICLE THEFT,1800 - 1899 BLOCK OF P STREET NW,OTHERS,-77.04215969073020,1
136425,400489,EVENING,38.89567743537470,ROBBERY,800 - 899 BLOCK OF MARYLAND AVENUE NE,GUN,-76.99435639701020,1.2
132500,402965,EVENING,38.860312927877,THEFT/OTHER,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,OTHERS,-76.965837435261,1.2
138651.02140610,398945.81999698,EVENING,38.91572574958770,ROBBERY,1ST STREET NW AND RHODE ISLAND AVENUE NW,OTHERS,-77.01215547007830,1.2
131312,401412,EVENING,38.84920291626090,THEFT/OTHER,0 - 0 BLOCK OF SHIPPEN LANE SE,OTHERS,-76.98173987495720,1.2
140731,400695,EVENING,38.93447220117370,THEFT/OTHER,1000 - 1099 BLOCK OF OTIS STREET NE,OTHERS,-76.99197560174750,1.2
134906.8053706240,400331.21868626,EVENING,38.88199707285230,ROBBERY,500 - 599 BLOCK OF 7TH STREET SE,OTHERS,-76.99618261051610,1.2
137620,397746,EVENING,38.90644137603230,THEFT/OTHER,1200 - 1299 BLOCK OF 10TH STREET NW,OTHERS,-77.02598331951060,1.2
139621,400360,EVENING,38.92523260313460,ROBBERY,700 - 799 BLOCK OF EDGEWOOD STREET NE,OTHERS,-76.99592449505240,1.2
136989,400735,EVENING,38.90076022808730,THEFT F/AUTO,800 - 899 BLOCK OF 11TH STREET NE,OTHERS,-76.99152621650390,1
136025,406194,EVENING,38.89205113346010,BURGLARY,5100 - 5199 BLOCK OF BROOKS STREET NE,OTHERS,-76.92859344644550,1.5
129409,399283,EVENING,38.83247883561720,THEFT/OTHER,3848 - 3999 BLOCK OF SOUTH CAPITOL STREET,OTHERS,-77.008257552364,1.2
140620,397422,EVENING,38.93346735400680,THEFT F/AUTO,3500 - 3599 BLOCK OF 13TH STREET NW,OTHERS,-77.02972532733580,1
135000,406271,EVENING,38.882820043944,THEFT/OTHER,5100 - 5299 BLOCK OF QUEENS STROLL PLACE SE,OTHERS,-76.92771715218320,1.2
135648,399886,EVENING,38.88868088343780,ROBBERY,300 - 399 BLOCK OF A STREET SE,OTHERS,-77.00130508133510,1.2
136984,395708,EVENING,38.90069916139180,THEFT/OTHER,2200 - 2299 BLOCK OF I STREET NW,OTHERS,-77.049476032546,1.2
128889,399075,EVENING,38.82778853029750,THEFT/OTHER,10 - 199 BLOCK OF DANBURY STREET SW,OTHERS,-77.01064620067220,1.2
137367.56,399014.61,EVENING,38.90416396986560,THEFT/OTHER,1100 - 1199 BLOCK OF 1ST TERRACE NW,OTHERS,-77.01136042910480,1.2
140626.33,397817.59,EVENING,38.93351787912220,THEFT F/AUTO,700 - 799 BLOCK OF NEWTON PLACE NW,OTHERS,-77.025171070771,1
134668,401356,EVENING,38.87985237624710,THEFT/OTHER,1400 - 1499 BLOCK OF PENNSYLVANIA AVENUE SE,OTHERS,-76.98436814562080,1.2
145069,398735,EVENING,38.97354071126240,THEFT/OTHER,6900  - 6999 BLOCK OF WILLOW STREET NW,OTHERS,-77.01459244373230,1.2
137916.24,396263.96,EVENING,38.90909928208260,ASSAULT W/DANGEROUS WEAPON,0 - 0 BLOCK OF DUPONT CIRCLE NW,OTHERS,-77.04307528575610,3
129419,399218,EVENING,38.83256129157260,THEFT/OTHER,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,OTHERS,-77.008997264970,1.2
138633.09999808,399824.07999779,EVENING,38.91556492221580,ROBBERY,T STREET NE AND 3RD STREET NE,OTHERS,-77.00202848231670,1.2
141663.35001689,401105.49999898,EVENING,38.94286167602940,ROBBERY,VARNUM STREET NE AND 13TH PLACE NE,GUN,-76.98724792062560,1.2
140502.43,397636.85,MIDNIGHT,38.93240128280770,THEFT F/AUTO,3300 - 3499 BLOCK OF NEW HAMPSHIRE AVENUE NW,OTHERS,-77.02725522908630,1
144310,398165,EVENING,38.96670848759980,ROBBERY,500  - 699 BLOCK OF SOMERSET PLACE NW,OTHERS,-77.02117115029120,1.2
132119,401021,EVENING,38.85746324878280,ROBBERY,2600 - 2699 BLOCK OF DOUGLASS ROAD SE,OTHERS,-76.99051190022070,1.2
129438,401169,MIDNIGHT,38.83273437610710,THEFT/OTHER,1000 - 1199 BLOCK OF SOUTHERN AVENUE SE,OTHERS,-76.98652725876710,1.2
145686.86,397880.75,MIDNIGHT,38.97910461735280,ROBBERY,7324  - 7399 BLOCK OF 8TH STREET NW,GUN,-77.02445824547150,1.2
138214,397965,MIDNIGHT,38.91178740435360,THEFT/OTHER,800 - 899 BLOCK OF RHODE ISLAND AVENUE NW,OTHERS,-77.02345396168150,1.2
139092,398825,MIDNIGHT,38.91970520055420,ASSAULT W/DANGEROUS WEAPON,2200 - 2225 BLOCK OF FLAGLER PLACE NW,KNIFE,-77.013543053258,3
143545,400284,MIDNIGHT,38.96126527017230,THEFT F/AUTO,600  - 799 BLOCK OF OGLETHORPE STREET NE,OTHERS,-76.99868419481210,1
133455,403516,MIDNIGHT,38.86891898563450,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,OTHERS,-76.95947617642490,1.2
136401,398098,DAY,38.89546336441210,THEFT/OTHER,400 - 499 BLOCK OF 7TH STREET NW,OTHERS,-77.02191681357460,1.2
146150,397698,DAY,38.98327892651420,THEFT F/AUTO,7700  - 7799 BLOCK OF GEORGIA AVENUE NW,OTHERS,-77.02656591731680,1
145832,397704,DAY,38.98041739284880,ROBBERY,7400  - 7599 BLOCK OF GEORGIA AVENUE NW,OTHERS,-77.02649214084030,1.2
138058,397115,DAY,38.91038500763380,THEFT F/AUTO,1400 - 1499 BLOCK OF CHURCH STREET NW,OTHERS,-77.03325514754990,1
130393,400998,DAY,38.84134130479250,MOTOR VEHICLE THEFT,3400 - 3432 BLOCK OF 13TH STREET SE,OTHERS,-76.98850257110130,1
140505,397943,DAY,38.932425296076,THEFT F/AUTO,3400 - 3499 BLOCK OF GEORGIA AVENUE NW,OTHERS,-77.02371551146930,1
136784.25001237,401014.75001490,DAY,38.89890927249040,MOTOR VEHICLE THEFT,13TH STREET NE AND G STREET NE,OTHERS,-76.98830194498070,1
136325,401859,DAY,38.89477856938690,ROBBERY,1800 - 1848 BLOCK OF D STREET NE,GUN,-76.97855924560850,1.2
137576,398358,DAY,38.90604528053790,THEFT F/AUTO,1200 - 1203 BLOCK OF 5TH STREET NW,OTHERS,-77.01893064366590,1
129905,401637,DAY,38.836945310070,THEFT F/AUTO,1300 - 1399 BLOCK OF SOUTHERN AVENUE SE,OTHERS,-76.98113688523440,1
136733,398054,DAY,38.89845116226190,THEFT/OTHER,700 - 799 BLOCK OF G STREET NW,OTHERS,-77.02242369293640,1.2
133630.23999344,404776.34000239,DAY,38.87048435779090,MOTOR VEHICLE THEFT,ALABAMA AVENUE SE AND 41ST STREET SE,OTHERS,-76.94496020143480,1
138561.2875500160,402071.8060798760,DAY,38.91491558732030,MOTOR VEHICLE THEFT,1800 - 1960 BLOCK OF MONTANA AVENUE NE,OTHERS,-76.97611082464590,1
138915,399075,DAY,38.91810596971430,THEFT F/AUTO,1 - 99 BLOCK OF V STREET NW,OTHERS,-77.01066427322210,1
134065,402253,DAY,38.87441373096020,MOTOR VEHICLE THEFT,2200 - 2299 BLOCK OF FAIRLAWN AVENUE SE,OTHERS,-76.97402569315180,1
139534,398154,DAY,38.92368265637810,THEFT/OTHER,2390 - 2699 BLOCK OF 6TH STREET NW,OTHERS,-77.02128476742030,1.2
146143,396765,DAY,38.98321770218660,THEFT/OTHER,1600  - 1699 BLOCK OF JUNIPER STREET NW,OTHERS,-77.03733310718520,1.2
135441,400638,DAY,38.88681467272020,THEFT F/AUTO,200 - 299 BLOCK OF 10TH STREET SE,OTHERS,-76.99264583038670,1
131109,402438,DAY,38.84778232393730,ASSAULT W/DANGEROUS WEAPON,2200 - 2299 BLOCK OF SAVANNAH STREET SE,OTHERS,-76.97190716930230,3
137359,402282,DAY,38.90443445714420,THEFT/OTHER,1905 - 2115 BLOCK OF MARYLAND AVENUE NE,OTHERS,-76.97283233348730,1.2
138674,396663,DAY,38.91593064979370,THEFT F/AUTO,1900 - 1921 BLOCK OF 17TH STREET NW,OTHERS,-77.03847471447240,1
138469,397700,DAY,38.91408960981980,THEFT F/AUTO,1000 - 1099 BLOCK OF S STREET NW,OTHERS,-77.02651270249970,1
134985,405728,DAY,38.88268882392880,ROBBERY,4700 - 4809 BLOCK OF BENNING ROAD SE,GUN,-76.93397123158230,1.2
138634.40,397116.56,DAY,38.91557192050830,THEFT F/AUTO,1400 - 1499 BLOCK OF T STREET NW,OTHERS,-77.03324811096230,1
135301,399694,DAY,38.88555142840830,BURGLARY,300 - 399 BLOCK OF 2ND STREET SE,OTHERS,-77.00351584489910,1.5
140182,397162,DAY,38.92951721944640,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,OTHERS,-77.032729863452,1.2
139371,400594,DAY,38.92221699889370,THEFT/OTHER,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,OTHERS,-76.99314018282120,1.2
132166,402223,DAY,38.85730478283660,THEFT/OTHER,2700 - 2799 BLOCK OF BRUCE PLACE SE,OTHERS,-76.974379295239,1.2
130292,399514,DAY,38.84043106743410,THEFT/OTHER,3500 - 3599 BLOCK OF BROTHERS PLACE SE,OTHERS,-77.00559622685460,1.2
141815,398453,DAY,38.94423297282580,BURGLARY,400  - 418 BLOCK OF WEBSTER STREET NW,OTHERS,-77.01783479805290,1.5
140102,399610,DAY,38.92879939035360,THEFT/OTHER,100 - 263 BLOCK OF MICHIGAN AVENUE NE,OTHERS,-77.00449312194380,1.2
130832,400240,DAY,38.84529777587190,THEFT/OTHER,2918 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,OTHERS,-76.99723321209010,1.2
129905,401637,DAY,38.836945310070,THEFT F/AUTO,1300 - 1399 BLOCK OF SOUTHERN AVENUE SE,OTHERS,-76.98113688523440,1
138071,394743,EVENING,38.91049122090580,THEFT/OTHER,3000 - 3099 BLOCK OF Q STREET NW,OTHERS,-77.06060501881010,1.2
134820,406019,DAY,38.88120205397610,BURGLARY,4900 - 5099 BLOCK OF IVORY WALTERS LANE SE,OTHERS,-76.93062700456270,1.5
141758,394517,DAY,38.94370321445280,THEFT/OTHER,4200 - 4225 BLOCK OF CONNECTICUT AVENUE NW,OTHERS,-77.06323999138870,1.2
139949,398006,EVENING,38.92742375698840,THEFT/OTHER,2900 - 2918 BLOCK OF GEORGIA AVENUE NW,OTHERS,-77.02299259755670,1.2
136168,404600,EVENING,38.89334981397950,THEFT/OTHER,300 - 499 BLOCK OF 40TH STREET NE,OTHERS,-76.94696487987640,1.2
135527,403987,EVENING,38.88758378080680,MOTOR VEHICLE THEFT,3601 - 3619 BLOCK OF B STREET SE,OTHERS,-76.95403771517030,1
135079,400232,EVENING,38.883551617744,BURGLARY,600 - 699 BLOCK OF SOUTH CAROLINA AVENUE SE,OTHERS,-76.99731817429820,1.5
136402,398008,EVENING,38.89546532553360,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET NW,OTHERS,-77.02296258538430,1.2
134032,402423,EVENING,38.87412014410790,THEFT/OTHER,2300 - 2341 BLOCK OF PENNSYLVANIA AVENUE SE,OTHERS,-76.97206693066650,1.2
144484,397265,EVENING,38.96827304114760,THEFT F/AUTO,1300  - 1399 BLOCK OF TEWKESBURY PLACE NW,OTHERS,-77.03155254381280,1
130873,402363,EVENING,38.84565997077650,BURGLARY,3400 - 3683 BLOCK OF 22ND STREET SE,OTHERS,-76.97277123024790,1.5
136654,400930,EVENING,38.89774386612820,THEFT/OTHER,1200 - 1299 BLOCK OF MARYLAND AVENUE NE,OTHERS,-76.98927825910250,1.2
138670,398704,EVENING,38.91590134663230,ROBBERY,200 - 299 BLOCK OF T STREET NW,OTHERS,-77.01494144769640,1.2
129046.2877331860,400229.7407341660,EVENING,38.82920305949230,ROBBERY,600 - 708 BLOCK OF CHESAPEAKE STREET SE,GUN,-76.99735413042310,1.2
142937,398374,EVENING,38.95433939427120,MOTOR VEHICLE THEFT,400  - 499 BLOCK OF INGRAHAM STREET NW,OTHERS,-77.01875070958990,1
134771,398099,EVENING,38.88077989198660,ROBBERY,700 - 799 BLOCK OF 7TH STREET SW,OTHERS,-77.02190077837010,1.2
140182,397162,EVENING,38.92951721944640,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,OTHERS,-77.032729863452,1.2
141614,397824,EVENING,38.94241682994180,THEFT/OTHER,4200  - 4299 BLOCK OF 9TH STREET NW,OTHERS,-77.02509681253560,1.2
144342,398275,EVENING,38.96699958794110,THEFT/OTHER,6312  - 6399 BLOCK OF 5TH STREET NW,OTHERS,-77.01989478915970,1.2
137291,402151,EVENING,38.90347900341740,BURGLARY,1900 - 2099 BLOCK OF MARYLAND AVENUE NE,OTHERS,-76.97519267423560,1.5
136718,397497,EVENING,38.89831426645560,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,OTHERS,-77.028849082442,1.2
143386,397655,EVENING,38.95838157860640,THEFT/OTHER,900  - 999 BLOCK OF MADISON STREET NW,OTHERS,-77.02704814080560,1.2
128759.2041489190,400489.7759344070,EVENING,38.82661676999970,SEX ABUSE,734 - 855 BLOCK OF SOUTHERN AVENUE SE,OTHERS,-76.99435957095130,1
128741,399688,EVENING,38.82645799846490,BURGLARY,4180 - 4530 BLOCK OF LIVINGSTON ROAD SE,OTHERS,-77.00359027937940,1.5
137555,395766,EVENING,38.90585123093130,THEFT/OTHER,1200 - 1249 BLOCK OF 22ND STREET NW,OTHERS,-77.04880630440890,1.2
139625,400042,EVENING,38.92450856354690,BURGLARY,400 - 599 BLOCK OF EVARTS STREET NE,OTHERS,-76.99950722273820,1.5
140823.85,397242.98,EVENING,38.93529558354470,THEFT F/AUTO,1300 - 1399 BLOCK OF PARKWOOD PLACE NW,OTHERS,-77.03179919279560,1
143603,399952,EVENING,38.96033733590860,THEFT/OTHER,500  - 599 BLOCK OF NICHOLSON STREET NE,OTHERS,-77.00054920651970,1.2
136157,404451,EVENING,38.89325243399860,THEFT/OTHER,3800 - 3999 BLOCK OF DIX STREET NE,OTHERS,-76.94868632741030,1.2
